end_station_name,end_lat,end_lng,casual_stops,percent_of_casual_stops
Halsted St & 18th St,41.85750568031693,-87.64599144458771,1682,0.09386045483816605
Broadway & Ridge Ave,41.98404461069991,-87.66027382949967,1682,0.09386045483816605
California Ave & North Ave,41.91004400000015,-87.69716699999951,1682,0.09386045483816605
Damen Ave & Lake St,41.884965900000154,-87.67683540000039,1680,0.09374884906546906
LaSalle St & Washington St,41.883016232387035,-87.63227200874269,1673,0.09335822886102961
University Ave & 59th St,41.78787799999999,-87.59890599999949,1671,0.09324662308833262
Damen Ave & Melrose Ave,41.940600000000146,-87.67850000000075,1670,0.09319082020198412
Throop St & Taylor St,41.868967999999974,-87.65914099999944,1666,0.09296760865659015
Orleans St & Elm St,41.902924000000404,-87.6377149999996,1661,0.09268859422484768
Hudson Ave & Armitage Ave,41.91818000000021,-87.63999999999965,1659,0.0925769884521507
Lincoln Ave & Dickens Ave,41.920119999999976,-87.64160000000085,1654,0.09229797402040824
Franklin St & Washington St,41.883180000000124,-87.63511000000064,1623,0.09056808454360493
Kimball Ave & Belmont Ave,41.93939395344295,-87.71206766366959,1618,0.09028907011186246
Leavitt St & Division St,41.90299700000005,-87.68382500000004,1616,0.09017746433916547
Sedgwick St & Schiller St,41.90762600000013,-87.63856600000042,1603,0.08945202681663507
Clinton St & Tilden St,41.87588500000037,-87.6407949999995,1600,0.08928461815758958
Logan Blvd & Elston Ave,41.9294650081676,-87.68415800529571,1594,0.08894980083949863
Streeter Dr/Grand Ave,41.89240099999968,-87.61238799999941,1582,0.0882801662033167
Sheridan Rd & Loyola Ave,42.00104377979004,-87.66119824330002,1570,0.08761053156713478
California Ave & Fletcher St,41.93842879147997,-87.69800775600012,1493,0.08331370931830079
Noble St & Ohio St,41.89241999999985,-87.66206000000055,1482,0.08269987756846735
Albany Ave & Bloomingdale Ave,41.91402671272987,-87.70512646200005,1481,0.08264407468211886
Campbell Ave & North Ave,41.91053500000012,-87.68955599999966,1480,0.08258827179577036
Kedzie Ave & Palmer Ct,41.921525000000244,-87.70732200000019,1469,0.08197444004593694
Greenview Ave & Diversey Pkwy,41.93259221323083,-87.66584595800641,1467,0.08186283427323995
St. Clair St & Erie St 2,41.89444999999981,-87.62268000000036,1459,0.081416411182452
Stave St & Armitage Ave,41.91774099999993,-87.691392,1456,0.08124900252340651
Artesian Ave & Hubbard St,41.88950000000008,-87.68825700000062,1455,0.08119319963705803
Loomis St & Jackson Blvd,41.87794500000015,-87.66200699999968,1445,0.08063517077357309
Ellis Ave & 53rd St,41.799336262610105,-87.6009581144998,1437,0.08018874768278514
Lincoln Ave & Montana St,41.926569999999934,-87.65060000000017,1424,0.07946331016025474
Larrabee St & Menomonee St,41.91468000000042,-87.64332000000059,1421,0.07929590150120924
Racine Ave & Washington Blvd,41.883073000000365,-87.65695199999993,1411,0.0787378726377243
Clybourn Ave & Division St,41.90461299999977,-87.64055199999949,1402,0.07823564666058787
Morgan St & Lake St,41.88549170626982,-87.65228927135468,1384,0.077231194706315
Racine Ave & Randolph St,41.88408122484684,-87.65692072930266,1381,0.0770637860472695
Broadway & Roscoe Ave,41.94359999999972,-87.64532000000013,1379,0.07695218027457253
The Salt Shed,41.90688999999999,-87.65978000000061,1365,0.07617093986569361
Central Park Ave & Elbridge Ave,41.93533728262992,-87.7168892935003,1361,0.07594772832029964
Wood St & Hubbard St,41.88971500000005,-87.67196600000058,1359,0.07583612254760265
Damen Ave & Wabansia Ave,41.91225680981193,-87.6772419959094,1344,0.07499907925237526
Damen Ave & Sunnyside Ave,41.96325000000025,-87.67925799999949,1344,0.07499907925237526
Blackstone Ave & Hyde Park Blvd,41.80256200000029,-87.59036799999978,1343,0.07494327636602675
Halsted St & Roosevelt Rd,41.86732399999981,-87.6486250000008,1342,0.07488747347967827
Lincoln Ave & Addison St,41.946176000000044,-87.67330800000003,1340,0.07477586770698127
Richmond St & Diversey Ave,41.93190196885977,-87.7011951301,1326,0.07399462729810237
Harper Ave & 55th St,41.79530000000019,-87.5883299999993,1320,0.0736598099800114
Chicago Ave & Washington St,42.03256200000016,-87.6791010000004,1309,0.07304597823017799
Clark St & Lunt Ave,42.009011180580735,-87.67411172389984,1293,0.07215313204860209
Ravenswood Ave & Berteau Ave,41.95792100000025,-87.67356700000029,1290,0.0719857233895566
Green St & Chicago Ave,41.893862547842424,-87.65045029643609,1284,0.07165090607146564
Wells St & Madison St,41.881989803264354,-87.63417978938033,1273,0.07103707432163221
Damen Ave & Grand Ave,41.89239445296299,-87.67688512802124,1263,0.07047904545814727
Damen Ave & Clybourn Ave,41.932034011823184,-87.67812700601533,1259,0.07025583391275331
Drexel Ave & 60th St,41.78586100000004,-87.6045529999995,1255,0.07003262236735933
Damen Ave & Madison St,41.881369999999905,-87.67492999999999,1252,0.06986521370831385
Peterson/Ridge Metra,41.99179999999983,-87.67489000000009,1251,0.06980941082196535
Archer Ave & Wentworth Ave,41.85468679999998,-87.63085310000002,1250,0.06975360793561686
Wolcott Ave & Polk St,41.87126200000031,-87.67368800000008,1239,0.06913977618578343
Avers Ave & Belmont Ave,41.93940800000011,-87.72357399999981,1237,0.06902817041308644
Larrabee St & Kingsbury St 1,41.89776630169361,-87.64288410398723,1236,0.06897236752673795
Milwaukee Ave & Armitage Ave,41.91770999999999,-87.68864000000022,1236,0.06897236752673795
Emerald Ave & 31st St,41.838197996776074,-87.64514299057575,1234,0.06886076175404097
Lake Park Ave & 35th St,41.83127423549008,-87.60879919459988,1231,0.06869335309499548
Lincoln Ave & Waveland Ave,41.94879699999972,-87.67527799999976,1230,0.06863755020864698
Sheffield/Newport Corral,41.944613199999985,-87.65420179999992,1220,0.06807952134516206
Morgan St & 31st St,41.83780000000006,-87.65114000000081,1216,0.06785630979976807
Paulina St & Montrose Ave,41.96150699999999,-87.67138699999987,1213,0.06768890114072261
Halsted St & Lake St,41.88576000000001,-87.64710999999998,1209,0.06746568959532863
Leavitt St & Addison St,41.9466549999999,-87.68335899999998,1208,0.06740988670898014
California Ave & Montrose Ave,41.961068000000076,-87.69543899999972,1205,0.06724247804993466
Broadway & Sunnyside Ave,41.96341899999981,-87.65606899999956,1204,0.06718667516358616
Inner Lake Shore Dr & Aldine Ave,41.94232000000014,-87.63989000000115,1197,0.0667960549591467
Wentworth Ave & 24th St,41.85008369347582,-87.6321405172348,1190,0.06640543475470725
University Library (NU),42.052939,-87.6734469999999,1187,0.06623802609566178
St. Clair St & Erie St 1,41.894400000000054,-87.62286000000047,1186,0.06618222320931327
Morgan Ave & 14th Pl,41.86237799999992,-87.65106200000028,1183,0.0660148145502678
Damen Ave & Cullerton St,41.854966518753926,-87.67569959163664,1183,0.0660148145502678
State St & 33rd St,41.83473399999988,-87.62581299999991,1182,0.0659590116639193
Racine Ave & Congress Pkwy,41.87464000000025,-87.65702999999993,1176,0.06562419434582833
Glenwood Ave & Morse Ave,42.00797192287019,-87.6655023943999,1172,0.06540098280043437
Wabash Ave & Jackson Blvd,41.87801000000021,-87.62599000000036,1171,0.06534517991408587
State St & 19th St,41.85659400000017,-87.62754199999985,1164,0.06495455970964642
Halsted St & 35th St,41.83066101599809,-87.647171967283,1159,0.06467554527790395
Greenview Ave & Jarvis Ave,42.01596200000008,-87.66857000000056,1155,0.06445233373250998
Central Park Ave & Bloomingdale Ave,41.91416599999989,-87.71675500000022,1153,0.064340727959813
St. Louis Ave & Fullerton Ave,41.924815596811946,-87.71449506282805,1146,0.06395010775537353
Ashland Ave & Belle Plaine Ave,41.95581270767722,-87.66912949311025,1131,0.06311306446014614
Campbell Ave & Augusta Blvd,41.89957799999995,-87.68949699999973,1125,0.06277824714205518
Troy St & North Ave,41.909769301690105,-87.70528048709964,1122,0.06261083848300969
Southport Ave & Clark St,41.957081000000024,-87.66419899999981,1119,0.06244342982396422
Leavitt St & Lawrence Ave,41.968885000000085,-87.68400100000031,1117,0.06233182405126723
Wacker Dr & Randolph St,41.88453999999962,-87.63732000000064,1114,0.06216441539222175
Museum Campus Metra Station,41.86935000000038,-87.62178000000058,1114,0.06216441539222175
Wells St & Washington St,41.88300000000001,-87.63395999999953,1112,0.06205280961952476
Wells St & 19th St,41.85680200000004,-87.63387900000033,1108,0.061829598074130784
Clark St & Schreiber Ave,41.99924500000015,-87.67124900000005,1105,0.06166218941508531
Clinton St & 18th St,41.857949999999875,-87.64082600000002,1097,0.06121576632429736
Halsted St & Archer Ave,41.84720299999987,-87.6467950000003,1095,0.061104160551600374
Wentworth Ave & 35th St,41.83077699999994,-87.632504,1091,0.06088094900620639
Indiana Ave & 26th St,41.8456870000003,-87.6224809999996,1078,0.06015551148367598
Francisco Ave & Chicago Ave,41.89574499999999,-87.69865299999978,1071,0.05976489127923652
Laflin St & Cullerton St,41.85491457576571,-87.66355991363525,1066,0.059485876847494054
Green St & Randolph St,41.88360165727503,-87.64862671494483,1062,0.05926266530210009
Fort Dearborn Dr & 31st St,41.83855600000002,-87.60821800000005,1061,0.059206862415751585
Campbell Ave & Fullerton Ave,41.924632471649915,-87.68930700630047,1061,0.059206862415751585
Talman Ave & Addison St,41.9466358306,-87.6946147579997,1057,0.05898365087035762
Pine Grove Ave & Wellington Ave,41.93650999999973,-87.64119000000002,1036,0.05781179025703925
Elston Ave & Wabansia Ave,41.912919000000144,-87.6641689999998,1028,0.057365367166251305
Eddy/Seminary Corral,41.94612790000005,-87.65667210000021,1023,0.05708635273450884
Damen Ave & Ohio St,41.892394452962854,-87.67688512802124,1020,0.056918944075463364
Clark St & Elmdale Ave,41.99086044903819,-87.6697236321464,1019,0.05686314118911487
California Ave & Altgeld St,41.92669000000008,-87.6976680000003,1018,0.05680733830276637
Racine Ave & Broadway,41.96823500000015,-87.65965480000061,1018,0.05680733830276637
Kosciuszko Park,41.93058537138001,-87.7237773634998,1013,0.056528323871023904
Michigan Ave & 11th St,41.86958999999992,-87.62396099999984,1010,0.05636091521197843
Western Ave & Roscoe St,41.94303399999991,-87.68728799999992,1009,0.05630511232562993
Wilton Ave & Diversey Pkwy*,41.9324180000002,-87.6527050000003,1005,0.05608190078023596
Hermitage Ave & Polk St,41.87151399999998,-87.66988600000036,1001,0.05585868923484198
63rd St Beach,41.78091096424787,-87.57632374763489,999,0.055747083462145
Racine Ave & 15th St,41.861267000000154,-87.65662499999982,998,0.055691280575796503
Campbell Ave & Montrose Ave,41.961524000000125,-87.6911770000003,991,0.055300660371357044
Damen Ave & St Paul Ave,41.91301000000015,-87.67778000000014,976,0.05446361707612964
Paulina St & Howard St,42.01915900000001,-87.67357300000002,973,0.054296208417084164
W Armitage Ave & N Sheffield Ave,41.91780499999981,-87.65344900000018,967,0.0539613910989932
California Ave & Byron St,41.95216219325995,-87.69805111299982,952,0.0531243478037658
Winchester Ave & Elston Ave,41.92409085038003,-87.67646007469979,951,0.053068544917417304
Dearborn St & Madison St,41.88206000000013,-87.62963999999943,939,0.05239891028123539
Spaulding Ave & Division St,41.90270659437996,-87.70921957099976,937,0.0522873045085384
Carpenter St & Fulton St,41.88667999999978,-87.65314999999933,936,0.0522315016221899
Wood St & Webster Ave,41.921056729927464,-87.67279744148254,935,0.052175698735841415
Lincoln Ave & Roscoe St,41.94335024701707,-87.67066776752472,932,0.05200829007679593
Racine Ave & Webster Ave,41.92160170767009,-87.65849437047702,932,0.05200829007679593
State St & 35th St,41.83103631401595,-87.62679755687714,930,0.05189668430409895
Harper Ave & 59th St,41.787942812870085,-87.58831517020006,925,0.051617669872356484
Waveland/Racine Corral,41.94882140000001,-87.65928229999969,922,0.051450261213311
Sangamon St & Adams St,41.87908999999994,-87.6512799999993,920,0.051338655440614014
Sheridan Rd & Columbia Ave,42.00458299999994,-87.66140599999962,917,0.05117124678156853
Canal St & Harrison St,41.87425500000001,-87.63957300000028,915,0.051059641008871545
Ashland Ave & 13th St,41.86523400000031,-87.66650700000072,910,0.050780626577129076
May St & Hubbard St,41.89008000000005,-87.65596999999985,906,0.050557415031735095
Kedzie Ave & Leland Ave,41.96668636204985,-87.70805198060026,897,0.05005518905459866
Ogden Ave & Congress Pkwy,41.87500999999991,-87.67328000000026,896,0.049999386168250164
Riverside Plaza & Adams St,41.879259996278556,-87.6387900029265,891,0.049720371736507694
N Green St & W Lake St,41.88557900000019,-87.64848399999964,887,0.04949716019111372
Shields Ave & 31st St,41.838464000000194,-87.63540600000024,882,0.04921814575937126
Rockwell St & Eastwood Ave,41.96590013975994,-87.69363849349996,873,0.048715919782234815
Hoyne Ave & Balmoral Ave,41.979851000000046,-87.68193199999985,870,0.048548511123189336
Halsted St & 21st St,41.85377981072745,-87.6466029882431,869,0.04849270823684084
Wells St & Ohio St,41.892810000000225,-87.6342099999989,863,0.048157890918749884
Avondale Ave & Irving Park Rd,41.95339299999984,-87.73200200000028,863,0.048157890918749884
Claremont Ave & Hirsch St,41.90778099999991,-87.68585399999975,861,0.04804628514605289
Evanston Civic Center,42.057044000000026,-87.68655399999992,861,0.04804628514605289
Albany Ave & Montrose Ave,41.961040999999945,-87.70586600000013,861,0.04804628514605289
Smith Park,41.892047999999924,-87.68939699999986,860,0.0479904822597044
Cottage Grove Ave & Oakwood Blvd,41.82298499999992,-87.60709999999987,860,0.0479904822597044
Larrabee St & Kingsbury St 2,41.89758000000002,-87.64290000000038,855,0.04771146782796193
Addison/Racine Corral,41.94706829999997,-87.65935349999988,844,0.04709763607812851
Paulina St & Cortland St,41.91626000000015,-87.67018999999995,841,0.04693022741908302
May St & Cullerton St,41.85513600000003,-87.65412700000034,840,0.04687442453273453
Troy St & Elston Ave,41.945243568479874,-87.70664990090012,837,0.046707015873689056
Dearborn St & Adams St 1,41.879356358699944,-87.62979103629971,827,0.04614898701020412
Western Ave & Congress Pkwy,41.87474885079016,-87.68644527569997,821,0.04581416969211315
Sheridan Rd & Greenleaf Ave,42.010586562839975,-87.66241209479998,800,0.04464230907879479
Lake Park Ave & 47th St,41.80944300000008,-87.59187499999996,796,0.04441909753340082
Kedzie Ave & Armitage Ave,41.91758999999992,-87.70684999999996,793,0.044251688874355335
Clark/Newport Corral,41.944941099999966,-87.6546110000002,789,0.04402847732896136
Rockwell St & Fletcher St,41.938819552381105,-87.69298659591814,775,0.04324723692008245
Wood St & Taylor St (Temp),41.86926521843854,-87.67373085021973,775,0.04324723692008245
Sheridan Rd & Berwyn Ave,41.97827999999984,-87.65529000000028,766,0.04274501094294601
Southport Ave & Diversey Pkwy,41.93265999999984,-87.6634699999997,758,0.042298587852158065
Malden St & Wilson Ave,41.96526000000018,-87.66274999999993,755,0.04213117919311258
Clark St & Columbia Ave,42.00445062933984,-87.67240240469987,754,0.04207537630676409
Christiana Ave & Lawrence Ave,41.968354493629995,-87.71183066750011,753,0.042019573420415596
Wentworth Ave & 33rd St,41.83452988563008,-87.6318229814,742,0.04140574167058217
Washtenaw Ave & Lawrence Ave,41.968729699999976,-87.69626029999971,741,0.041349938784233674
Central St Metra,42.06359800000003,-87.69873000000004,733,0.040903515693445726
Larrabee St & Clybourn Ave,41.90660000000006,-87.64322000000018,731,0.04079190992074874
Canal St & Lake St,41.885969999999745,-87.63999000000052,727,0.04056869837535477
LaSalle St & Calhoun Pl ,41.8826640000002,-87.63253000000002,720,0.04017807817091531
Kedzie Ave & George St,41.933885999999966,-87.70726199999991,719,0.04012227528456682
Winchester (Ravenswood) Ave & Balmoral Ave,41.97976200000006,-87.67753000000027,717,0.04001066951186984
Sheffield Ave & School St,41.94235999999987,-87.6542699999994,711,0.03967585219377887
Dorchester Ave & 53rd St,41.79942999999974,-87.59227000000016,702,0.03917362621664243
Indiana Ave & 31st St,41.838842000000035,-87.62185699999995,698,0.038950414671248455
Sacramento Ave & Linden Pl,41.92575000000007,-87.70257999999988,697,0.03889461178489997
Leavitt St & Augusta Blvd,41.899620000000084,-87.68193999999986,697,0.03889461178489997
Elston Ave & George St,41.93400300000008,-87.69082300000031,694,0.03872720312585448
Oakley Ave & Irving Park Rd,41.95434085219003,-87.68607962430028,690,0.03850399158046051
Seminary Ave & Belden Ave,41.92338999999995,-87.65598999999983,673,0.037555342512536116
Francisco Ave & Bloomingdale Ave,41.913959886754895,-87.69939637615906,671,0.03744373673983913
Clark St & Fletcher St,41.93894,-87.65031000000026,671,0.03744373673983913
Calumet Ave & 33rd St,41.834721581424624,-87.61796964857197,669,0.03733213096714214
Monticello Ave & Irving Park Rd,41.95400483876007,-87.71912817969991,668,0.03727632808079365
South Shore Dr & 71st St,41.76640945669998,-87.56568757189982,658,0.036718299217308716
Blackstone Ave & 53rd St,41.7996199999999,-87.59013000000003,646,0.036048664581126794
Lincoln Ave & Winona St,41.97491129676989,-87.69250255939964,638,0.035602241490338846
Prairie Ave & Garfield Blvd,41.794853000000046,-87.61869099999983,622,0.03470939530876295
Halsted St & Melrose St,41.941119999999884,-87.64906999999972,620,0.03459778953606596
Morgan St & Hubbard St,41.890120000000024,-87.65250999999992,613,0.03420716933162651
Woodlawn Ave & Lake Park Ave,41.814092710479976,-87.59700514789994,613,0.03420716933162651
Francisco Ave & Foster Ave,41.97563272520999,-87.70141943890003,613,0.03420716933162651
Central Park Ave & North Ave,41.90965687563005,-87.7166319516,612,0.03415136644527802
Glenwood Ave & Touhy Ave,42.01270099999996,-87.66605800000002,610,0.03403976067258103
Oakley Ave & Lyndale St,41.92261000000002,-87.68513000000004,607,0.03387235201353555
Drake Ave & Addison St,41.94732600000006,-87.71758200000004,601,0.033537534695444585
Leavitt St & Hirsch St,41.90689000000011,-87.68232999999981,600,0.033481731809096096
Western Ave & Grace St,41.950357285936654,-87.68810805085619,598,0.033370126036399106
Milwaukee Ave & Ainslie St,41.968609999999934,-87.76108000000016,596,0.03325852026370212
Eastlake Ter & Howard St,42.01920250193231,-87.66430288553238,594,0.03314691449100513
Dearborn St & Adams St 2,41.87962999999986,-87.6293700000001,594,0.03314691449100513
Rhodes Ave & 32nd St,41.83620800000012,-87.61353300000005,592,0.03303530871830815
Western Ave & Wabansia Ave,41.912080000000046,-87.68751999999989,580,0.032365674082126226
Sawyer Ave & Irving Park Rd,41.953599999999966,-87.70931000000002,579,0.03230987119577773
Milwaukee Ave & Wabansia Ave,41.91261599999994,-87.68146899999991,579,0.03230987119577773
Racine/Eddy Corral,41.946340399999926,-87.65910240000018,578,0.032254068309429236
Dearborn St & Washington St,41.88298999999992,-87.6293000000003,577,0.03219826542308075
Malcolm X College,41.877618000000176,-87.67389499999994,574,0.03203085676403526
Sheffield Ave & Armitage Ave Public Rack,41.91780499999985,-87.65344900000008,568,0.0316960394459443
Broadway & Cuyler Ave,41.95541699999993,-87.65149999999997,566,0.031584433673247314
Wallace St & 35th St,41.83070705144081,-87.64125533401966,566,0.031584433673247314
Wood St & Cortland St,41.91589000000012,-87.67281000000001,554,0.030914799037065392
Halsted St & Court Pl,41.88370000000007,-87.64721999999995,550,0.03069158749167142
Southport Ave & Grace St,41.951549999999926,-87.66403999999999,545,0.030412573059928956
N Southport Ave & W Newport Ave,41.94401883606552,-87.66397502634645,532,0.02968713553739854
Western Ave & Granville Ave,41.99416136901996,-87.68943828199978,530,0.029575529764701552
Kedzie Ave & 48th Pl,41.80475812376842,-87.70421936879369,526,0.029352318219307574
Keystone Ave & Fullerton Ave,41.92458999999998,-87.72784999999985,525,0.029296515332959086
Manor Ave & Leland Ave,41.96587499999994,-87.70082499999994,523,0.029184909560262092
Sedgwick St & Chicago Ave,41.89676999999987,-87.63859999999964,523,0.029184909560262092
Francisco Ave & Montrose Ave,41.96105167601345,-87.7009183817569,523,0.029184909560262092
Shields Ave & 28th Pl,41.842733000000045,-87.63549100000034,520,0.029017500901216617
Drake Ave & Montrose Ave,41.96115407568993,-87.71656907330001,520,0.029017500901216617
Sheffield Ave & Fletcher St,41.93901000000004,-87.65321000000023,518,0.028905895128519626
Paulina St & Adams St,41.878620000000055,-87.66913000000014,511,0.028515274924080174
Noble St & Potomac Ave,41.90542279757866,-87.6627248014525,503,0.028068851833292222
Rockwell St & Division St,41.902749999999926,-87.69201999999989,500,0.027901443174246747
Greenwood Ave & 47th St,41.809835000000014,-87.59938300000026,500,0.027901443174246747
South Shore Dr & 67th St,41.77364300000002,-87.56751400000007,495,0.027622428742504278
Western Ave & Fillmore St,41.868563,-87.68623400000023,493,0.027510822969807287
MLK Jr Dr & Pershing Rd,41.82459999999993,-87.61678000000013,492,0.0274550200834588
Elmwood Ave & Austin St,42.02578400000005,-87.68410699999987,488,0.02723180853806482
Clinton St & Polk St,41.87146651779004,-87.64094913269996,483,0.026952794106322352
Sheffield/Cornelia Corral,41.945287500000035,-87.65422250000002,481,0.02684118833362537
Leavitt St & Archer Ave,41.828792019939996,-87.6806044593998,475,0.026506371015534408
Hampden Ct & Diversey Ave,41.932559299999824,-87.64238469999981,468,0.02611575081109495
Rockwell Ave & Logan Blvd,41.928109999999926,-87.69268000000007,462,0.025780933493003994
Cottage Grove Ave & 63rd St,41.78053094070879,-87.6059702038765,459,0.025613524833958512
Stony Island Ave & 63rd St,41.78050600000004,-87.58685299999993,458,0.025557721947610017
Emerald Ave & 28th St,41.84358,-87.64536800000003,452,0.02522290462951906
Clark St & Jarvis Ave,42.01596299999993,-87.675005,451,0.025167101743170564
Elston Ave & Henderson St,41.941515171812654,-87.70099227555173,450,0.025111298856822072
Kedzie Ave & Foster Ave,41.97567199999994,-87.70926099999998,446,0.024888087311428095
McCormick Blvd & Devon Ave,41.99719999999989,-87.71104999999994,440,0.024553269993337137
Western Ave & 24th St,41.84846999999995,-87.68510900000001,439,0.024497467106988642
Central St & Girard Ave,42.06431299999997,-87.68615200000015,438,0.024441664220640147
Dorchester Ave & 63rd St,41.780405645699965,-87.5914159893,437,0.024385861334291655
Clark/Racine Corral,41.95043600000004,-87.65932119999994,436,0.02433005844794316
Western Ave & 21st St,41.85410899999997,-87.68583800000002,430,0.0239952411298522
Spaulding Ave & Milwaukee Ave,41.93088999999982,-87.71071999999967,430,0.0239952411298522
Calumet Ave & 35th St,41.83137900000007,-87.61803399999997,429,0.023939438243503707
Kenwood Ave & 57th St,41.79154956643349,-87.59292102097872,428,0.023883635357155215
Racine Ave & 35th St,41.83068856472103,-87.65621066093445,427,0.02382783247080672
Prairie Ave & 43rd St,41.81665889301996,-87.61941246189993,423,0.023604620925412746
Damen Ave & Evergreen Ave,41.90604999999989,-87.67757999999975,420,0.023437212266367264
Loomis St & Archer Ave,41.841632539650035,-87.65743495330004,420,0.023437212266367264
Knox Ave & Montrose Ave,41.960630999999964,-87.74535899999992,419,0.023381409380018772
Valli Produce - Evanston Plaza,42.03974199999997,-87.69941300000008,416,0.023214000720973293
Clark St & Washington St,41.883009999999814,-87.63100000000018,416,0.023214000720973293
Western Ave & Monroe St,41.881425355368215,-87.68663156883557,415,0.023158197834624798
Bernard St & Elston Ave,41.94992300000004,-87.71394900000007,412,0.02299078917557932
Lincolnwood Dr & Central St,42.06485400000001,-87.71529700000004,404,0.022544366084791368
Marshfield Ave & Wabansia Ave,41.91217999999999,-87.66887999999994,403,0.022488563198442876
Addison/Wilton Corral,41.94738270000006,-87.65317160000009,403,0.022488563198442876
Pulaski Rd & 51st St,41.800434000000045,-87.72474959999998,402,0.022432760312094385
Cherry Ave & Blackhawk St,41.907221000000014,-87.65561800000017,397,0.022153745880351915
Western Ave & Lyndale St,41.92259999999996,-87.6877200000001,392,0.02187473144860945
Addison/Sheffield SW Corral,41.946953900000054,-87.65441230000013,388,0.021651519903215476
Shore Dr & 53rd St,41.79945000000011,-87.58237000000005,388,0.021651519903215476
Dodge Ave & Church St,42.04830799999997,-87.698224,387,0.02159571701686698
Michigan Ave & 9th St,41.87093999999997,-87.62439000000035,384,0.021428308357821498
Cottage Grove Ave & 51st St,41.80303799999999,-87.60661499999998,373,0.02081447660798807
Burling St & Armitage Ave,41.91807999999981,-87.64727999999933,372,0.02075867372163958
Franklin St & Adams St Corral,41.87942000000003,-87.63557999999993,372,0.02075867372163958
Ridge Blvd & Touhy Ave,42.012132277420015,-87.68291264430009,371,0.020702870835291085
Sacramento Blvd & Addison St,41.94609000000002,-87.70298561607144,370,0.02064706794894259
Budlong Woods Library,41.98366470886,-87.69642256109992,369,0.020591265062594098
N Carpenter St & W Lake St,41.88558600000012,-87.65318929999968,365,0.020368053517200124
Milwaukee Ave & Cuyler Ave,41.95446799999996,-87.74959399999992,365,0.020368053517200124
Warren Park West,42.00178500000006,-87.68882900000004,360,0.020089039085457654
Warren Park East,42.004549621939994,-87.6806661451,358,0.01997743331276067
Ridge Blvd & Howard St,42.019276,-87.68451999999989,358,0.01997743331276067
California Ave & 21st St,41.853795793473324,-87.69582286477088,356,0.019865827540063684
Marshfield Ave & Diversey Pkwy,41.93203999999996,-87.66970000000018,354,0.019754221767366693
Karlov Ave & Armitage Ave,41.91748000000003,-87.72895200000004,353,0.0196984188810182
Granville Ave & Clark St,41.994399999999985,-87.66983000000005,352,0.01964261599466971
Dorchester Ave & 49th St,41.80577199999999,-87.59246399999996,350,0.01953101022197272
Kedzie Ave & Bryn Mawr Ave,41.98222980691797,-87.7088865869814,349,0.019475207335624228
Keystone Ave & Montrose Ave,41.961108016229986,-87.7289701011999,347,0.01936360156292724
Campbell Ave & Irving Park Rd,41.95362864429535,-87.69078506040267,345,0.019251995790230254
Western Ave & Berteau Ave,41.95773999999993,-87.6882729999999,344,0.01919619290388176
Lakewood Ave & Addison St,41.94719999999994,-87.66085000000017,341,0.01902878424483628
Southport Ave & Newport Ave Public Rack,41.94401899999997,-87.66397499999985,340,0.018972981358487784
Portage Park,41.956070000000025,-87.76472000000001,340,0.018972981358487784
Kostner Ave & Wrightwood Ave,41.92795699999997,-87.73595199999995,336,0.018749769813093814
Albany Ave & Belmont Ave,41.93964586403509,-87.70526192763154,332,0.01852655826769984
Kedzie Ave & 57th St,41.78983000000001,-87.7031,328,0.018303346722305866
Big Marsh Park,41.68587705562329,-87.57382392883301,326,0.01819174094960888
Sacramento Ave & Lyndale St,41.92234999999994,-87.70240999999996,326,0.01819174094960888
Franklin St & Madison St,41.88138999999996,-87.63541999999988,325,0.018135938063260384
Kedzie Ave & Chicago Ave,41.89546530304999,-87.70612788370015,324,0.01808013517691189
California Ave & Lake St,41.88445395656998,-87.69629813679997,324,0.01808013517691189
Central Park Ave & Ogden Ave,41.854063503874436,-87.71511733531952,323,0.018024332290563397
Racine Ave & 13th St,41.865053999999965,-87.65695899999993,322,0.017968529404214905
Wacker Dr & Washington St Corral,41.88315999999997,-87.63736000000029,322,0.017968529404214905
MLK Jr Dr & 47th St,41.809851,-87.61627899999993,317,0.017689514972472436
University Ave & 65th St,41.77694,-87.59841999999999,315,0.01757790919977545
Ashland Ave & Archer Ave,41.83920868403,-87.6656098589,312,0.01741050054072997
Monticello Ave & Lawrence Ave,41.968418270944696,-87.71870974148855,310,0.01729889476803298
St. Louis Ave & Balmoral Ave,41.98039423474994,-87.71611496150011,305,0.017019880336290514
Troy St & Grace St,41.95024306745568,-87.70643794319531,304,0.01696407744994202
Public Rack - Washtenaw Ave & Superior St,41.894737999999975,-87.69520399999995,300,0.016740865904548048
Halsted St & 37th St,41.82705900000005,-87.64572000000017,298,0.01662926013185106
Grace/Sheffield Corral,41.951158599999985,-87.65461150000007,298,0.01662926013185106
Cottage Grove Ave & 43rd St,41.816499,-87.60658200000007,297,0.016573457245502566
Rockwell St & Archer Ave,41.82272,-87.68981999999994,296,0.016517654359154074
Calumet Ave & 51st St,41.80229465087999,-87.61805358019988,295,0.01646185147280558
Western Ave & Lunt Ave,42.00859439719997,-87.69049223890022,295,0.01646185147280558
Kedzie Ave & 21st St,41.85353363213003,-87.7050730318,294,0.016406048586457084
Pulaski Rd & Eddy St,41.94626400000005,-87.73102300000009,293,0.016350245700108592
Conservatory Dr & Lake St,41.885502000000024,-87.716866,293,0.016350245700108592
