end_station_name,end_lat,end_lng,member_stops,percent_of_member_stops
Ashland Ave & Grace St,41.950772074054676,-87.66872860415515,3561,0.10822277297682525
Lincoln Ave & Byron St,41.95237199999983,-87.6772960000005,3557,0.10810120850282715
Morgan St & 18th St,41.85808600000015,-87.65107300000065,3491,0.10609539468185818
Wentworth Ave & Cermak Rd*,41.85321441851952,-87.63187229633331,3426,0.10411997197938876
Logan Blvd & Elston Ave,41.92946500816754,-87.68415800529588,3419,0.10390723414989203
Hudson Ave & Armitage Ave,41.91818000000024,-87.6399999999996,3391,0.10305628283190521
Leavitt St & Belmont Ave,41.9393539999998,-87.6832819999998,3390,0.10302589171340566
Lincoln Ave & Dickens Ave,41.920119999999905,-87.64160000000076,3382,0.10278276276540943
Canal St & Lake St,41.88596999999983,-87.63999000000035,3377,0.1026308071729118
Spaulding Ave & Armitage Ave,41.91710803478917,-87.71022096276283,3343,0.10159750914392777
Chicago Ave & Sheridan Rd,42.050491000000534,-87.6778209999999,3320,0.1008985134184386
Broadway & Roscoe Ave,41.94359999999966,-87.64532000000001,3307,0.10050342887794471
Wood St & Hubbard St,41.88971499999992,-87.67196600000058,3297,0.10019951769294942
Ashland Ave & Grand Ave,41.89107199999978,-87.66661100000006,3289,0.09995638874495318
Harper Ave & 55th St,41.795300000000154,-87.58832999999939,3268,0.09931817525646305
Wells St & Washington St,41.88300000000018,-87.63395999999983,3262,0.09913582854546588
Buckingham Fountain,41.87001149787569,-87.62374941776814,3225,0.09801135716098328
Paulina St & 18th St,41.857900999999835,-87.66874500000046,3221,0.09788979268698515
Damen Ave & Sunnyside Ave,41.96325000000015,-87.6792579999998,3196,0.09713001472449692
Peterson/Ridge Metra,41.99179999999984,-87.67489000000013,3141,0.09545850320702277
Humboldt Blvd & Armitage Ave,41.91751339398984,-87.70180895549953,3137,0.09533693873302465
Sedgwick St & Schiller St,41.90762600000014,-87.63856600000022,3124,0.09494185419253078
Lincoln Ave & Addison St,41.94617600000008,-87.67330799999976,3084,0.09372620945254959
Damen Ave & Lake St,41.88496590000014,-87.67683540000039,3074,0.09342229826755429
Kimball Ave & Belmont Ave,41.939393953443066,-87.71206766366959,3065,0.09314877820105852
Riverside Plaza & Adams St,41.87925999627838,-87.63879000292681,3064,0.093118387082559
Bissell St & Armitage Ave,41.918295562935974,-87.65218332409859,3059,0.09296643149006134
Blackstone Ave & Hyde Park Blvd,41.80256200000019,-87.59036799999991,3045,0.09254095583106792
Michigan Ave & Ida B Wells Dr,41.87620299999984,-87.62446399999976,3039,0.09235860912007075
State St & 33rd St,41.83473400000001,-87.62581299999962,3035,0.09223704464607263
Streeter Dr & Grand Ave,41.89227800480956,-87.61204300265346,3031,0.09211548017207451
Campbell Ave & Montrose Ave,41.96152400000012,-87.69117700000034,3023,0.09187235122407827
MLK Jr Dr & 29th St,41.842051999999974,-87.61699999999949,3009,0.09144687556508486
Kedzie Ave & Palmer Ct,41.92152500000019,-87.70732200000009,3006,0.09135570220958628
Western Ave & Division St,41.902892999999956,-87.68727499999953,3004,0.09129491997258722
California Ave & Francis Pl,41.91849116184234,-87.6974228268954,2998,0.09111257326159003
Halsted St & 18th St,41.85750568031695,-87.64599144458771,2996,0.09105179102459098
Noble St & Ohio St,41.89242000000006,-87.66206000000027,2995,0.09102139990609144
Halsted St & Belden St,41.92365000000026,-87.64893999999939,2984,0.09068709760259662
Green St & Chicago Ave,41.89386254784254,-87.65045029643596,2980,0.0905655331285985
Damen Ave & Melrose Ave,41.940600000000074,-87.67850000000067,2979,0.09053514201009896
Racine Ave & Randolph St,41.88408122484671,-87.65692072930251,2970,0.09026162194360321
St Clair St & Ohio St,41.89237999999965,-87.62264000000076,2969,0.09023123082510368
Morgan St & Lake St,41.885491706269654,-87.65228927135468,2959,0.08992731964010837
Emerald Ave & 31st St,41.838197996776124,-87.64514299057568,2924,0.08886363049262484
Albany Ave & Bloomingdale Ave,41.91402671272995,-87.70512646199991,2919,0.08871167490012719
Field Museum,41.865312000000955,-87.61786699999831,2899,0.08810385253013658
Racine Ave & Broadway,41.96823500000015,-87.65965480000058,2896,0.088012679174638
Clark St & Lunt Ave,42.00901118058069,-87.67411172389984,2894,0.08795189693763894
Stave St & Armitage Ave,41.917741000000035,-87.69139200000025,2885,0.08767837687114317
Sheridan Rd & Loyola Ave,42.00104377979004,-87.66119824329986,2850,0.08661468772365963
Greenview Ave & Diversey Pkwy,41.932592213230876,-87.6658459580064,2844,0.08643234101266245
Clark St & 9th St (AMLI),41.87081599999992,-87.63124599999989,2828,0.08594608311666999
Calumet Ave & 21st St,41.85418424947006,-87.61915374149983,2822,0.08576373640567281
Ashland Ave & 13th St,41.86523400000022,-87.66650700000055,2816,0.08558138969467563
Rockwell St & Eastwood Ave,41.96590013975992,-87.69363849349995,2811,0.08542943410217799
Milwaukee Ave & Fullerton Ave,41.924690100434766,-87.70059497825618,2791,0.08482161173218739
Southport Ave & Clark St,41.95708100000005,-87.66419899999975,2775,0.0843353538361949
Sangamon St & Adams St,41.87909000000002,-87.65127999999943,2772,0.08424418048069632
Carpenter St & Fulton St,41.88667999999977,-87.65314999999927,2756,0.08375792258470384
Talman Ave & Addison St,41.946635830600115,-87.69461475799986,2750,0.08357557587370666
Leavitt St & Lawrence Ave,41.96888500000004,-87.68400100000032,2730,0.08296775350371607
Leavitt St & Division St,41.90299699999996,-87.68382500000004,2729,0.08293736238521654
Lincoln Ave & Roscoe St,41.94335024701709,-87.67066776752472,2724,0.0827854067927189
Morgan St & 31st St,41.83779999999998,-87.6511400000007,2707,0.08226875777822688
Milwaukee Ave & Rockwell St,41.92033000000034,-87.69309000000042,2695,0.08190406435623253
Lincoln Ave & Montana St,41.92656999999977,-87.65060000000055,2659,0.08080998409024946
Griffin Museum of Science and Industry,41.7917282095298,-87.5839450089994,2654,0.08065802849775182
Damen Ave & Wabansia Ave,41.9122568098119,-87.67724199590953,2641,0.08026294395725793
Dearborn St & Adams St 1,41.879356358699944,-87.62979103629971,2601,0.07904729921727674
May St & Hubbard St,41.89007999999992,-87.65596999999981,2569,0.0780747834252918
Wilton Ave & Diversey Pkwy*,41.93241800000018,-87.65270500000031,2551,0.07752774329230025
California Ave & Division St,41.90302899999981,-87.69747400000023,2540,0.07719344098880543
Sheridan Rd & Columbia Ave,42.00458300000005,-87.66140599999966,2533,0.07698070315930873
Pine Grove Ave & Wellington Ave,41.93650999999974,-87.64118999999977,2527,0.07679835644831155
Calumet Ave & 33rd St,41.834721581424525,-87.61796964857201,2518,0.07652483638181577
Canal St & Harrison St,41.87425500000007,-87.63957300000024,2517,0.07649444526331624
California Ave & Altgeld St,41.92669000000007,-87.69766800000029,2486,0.07555232058983083
California Ave & North Ave,41.910044000000156,-87.69716699999955,2482,0.0754307561158327
California Ave & Montrose Ave,41.961068000000104,-87.69543899999987,2481,0.07540036499733319
Clinton St & 18th St,41.85794999999993,-87.64082600000005,2457,0.07467097815334446
Wood St & Webster Ave,41.92105672992738,-87.67279744148254,2446,0.07433667584984964
Rhodes Ave & 32nd St,41.836208000000155,-87.61353300000026,2441,0.074184720257352
Washtenaw Ave & Lawrence Ave,41.968729699999976,-87.6962602999997,2440,0.07415432913885246
Shields Ave & 31st St,41.83846400000017,-87.63540600000026,2428,0.0737896357168581
Rush St & Illinois St,41.8908699999997,-87.6258400000004,2394,0.0727563376878741
Winchester Ave & Elston Ave,41.92409085037993,-87.67646007469996,2386,0.07251320873987786
Wabash Ave & Jackson Blvd,41.87801000000021,-87.62599000000036,2365,0.07187499525138773
Western Ave & Roscoe St,41.94303399999992,-87.68728799999995,2322,0.07056817715590795
Milwaukee Ave & Armitage Ave,41.91770999999996,-87.68864000000022,2305,0.07005152814141595
St. Clair St & Erie St 1,41.89439999999996,-87.62286000000014,2304,0.07002113702291643
Clark St & Schreiber Ave,41.99924500000015,-87.67124899999999,2272,0.06904862123093147
Halsted St & Melrose St,41.94111999999989,-87.64906999999972,2269,0.06895744787543288
Campbell Ave & Augusta Blvd,41.89957799999995,-87.68949699999972,2231,0.06780258537245075
Racine Ave & 15th St,41.86126700000016,-87.656625,2205,0.06701241629146298
Greenview Ave & Jarvis Ave,42.015961999999966,-87.6685700000004,2204,0.06698202517296345
Sheffield Ave & Addison St,41.94701699999946,-87.65441800000005,2194,0.06667811398796816
Central Park Ave & Elbridge Ave,41.93533728262992,-87.71688929350029,2185,0.0664045939214724
May St & Cullerton St,41.85513600000008,-87.65412700000023,2179,0.0662222472104752
Lincoln Ave & Winona St,41.9749112967699,-87.69250255939953,2139,0.06500660247049403
Cannon Dr & Fullerton Ave,41.92675598750036,-87.63442878479962,2133,0.06482425575949684
Damen Ave & Cullerton St,41.85496651875402,-87.67569959163664,2131,0.06476347352249778
Clark St & Elmdale Ave,41.99086044903823,-87.6697236321464,2131,0.06476347352249778
St. Louis Ave & Fullerton Ave,41.92481559681193,-87.71449506282805,2131,0.06476347352249778
Avers Ave & Belmont Ave,41.939408000000135,-87.72357399999977,2107,0.06403408667850907
California Ave & Fletcher St,41.93842879147998,-87.69800775600012,2103,0.06391252220451095
Avondale Ave & Irving Park Rd,41.95339299999985,-87.73200200000021,2100,0.06382134884901236
Francisco Ave & Foster Ave,41.97563272521005,-87.70141943890012,2084,0.06333509095301988
Sheridan Rd & Berwyn Ave,41.97827999999985,-87.6552900000002,2047,0.062210619568537295
Dorchester Ave & 53rd St,41.7994299999998,-87.59227000000006,2040,0.06199788173904059
California Ave & Byron St,41.952162193259994,-87.69805111299993,2030,0.06169397055404528
The Salt Shed,41.90689,-87.65978000000061,2025,0.06154201496154763
Halsted St & 35th St,41.83066101599809,-87.647171967283,2019,0.06135966825055046
Damen Ave & Grand Ave,41.89239445296296,-87.67688512802124,2016,0.06126849489505187
Elston Ave & Wabansia Ave,41.912918999999995,-87.66416900000009,2004,0.06090380147305752
Malden St & Wilson Ave,41.96526000000021,-87.66275000000009,2001,0.06081262811755893
Chicago Ave & Washington St,42.03256200000016,-87.67910100000032,1990,0.06047832581406409
Western Ave & Fillmore St,41.868563000000016,-87.68623400000023,1985,0.06032637022156644
Ogden Ave & Congress Pkwy,41.87500999999994,-87.6732800000001,1974,0.05999206791807162
Halsted St & Lake St,41.88575999999987,-87.64711000000028,1957,0.05947541890357962
Milwaukee Ave & Wabansia Ave,41.91261599999991,-87.68146899999981,1957,0.05947541890357962
W Armitage Ave & N Sheffield Ave,41.91780499999984,-87.65344900000008,1946,0.059141116600084795
Dearborn St & Adams St 2,41.879629999999864,-87.62937000000012,1935,0.05880681429658996
Troy St & Elston Ave,41.945243568479874,-87.70664990090003,1925,0.058502903111594666
Damen Ave & St Paul Ave,41.913010000000156,-87.67778000000013,1924,0.05847251199309514
Laflin St & Cullerton St,41.854914575765775,-87.66355991363525,1921,0.05838133863759655
Ashland Ave & Belle Plaine Ave,41.95581270767714,-87.66912949311033,1917,0.058259774163598434
Leavitt St & Addison St,41.946654999999886,-87.68335899999992,1913,0.05813820968960031
State St & 19th St,41.85659400000014,-87.62754199999965,1910,0.05804703633410172
Green St & Randolph St,41.88360165727503,-87.64862671494483,1907,0.05795586297860313
McCormick Place,41.85137517289999,-87.61883464890039,1893,0.057530387319609716
Richmond St & Diversey Ave,41.93190196885978,-87.70119513009968,1890,0.05743921396411113
Harper Ave & 59th St,41.787942812870085,-87.58831517020006,1880,0.057135302779115826
Wabash Ave & Cermak Rd,41.85261899999984,-87.62648800000039,1877,0.05704412942361724
Paulina St & Cortland St,41.91625999999999,-87.67019000000025,1864,0.056649044883123355
Oakley Ave & Irving Park Rd,41.95434085218998,-87.68607962430028,1856,0.05640591593512712
Indiana Ave & 26th St,41.84568700000018,-87.6224809999998,1847,0.05613239586863135
Racine Ave & Webster Ave,41.921601707670064,-87.65849437047699,1832,0.055676529091138405
Albany Ave & Montrose Ave,41.961040999999874,-87.70586599999982,1820,0.05531183566914405
Cherry Ave & Blackhawk St,41.907221000000035,-87.65561800000008,1805,0.054855968891651105
N Carpenter St & W Lake St,41.88558600000012,-87.65318929999968,1804,0.05482557777315158
N Green St & W Lake St,41.88557900000023,-87.64848399999958,1804,0.05482557777315158
Clark St & Columbia Ave,42.004450629339935,-87.67240240469988,1787,0.054308928758659565
Central Park Ave & Bloomingdale Ave,41.91416599999994,-87.71675500000022,1779,0.05406579981066333
Dearborn St & Washington St,41.882990000000014,-87.62930000000026,1753,0.05327563072967557
Fort Dearborn Dr & 31st St*,41.83867628853803,-87.60883197573139,1752,0.05324523961117603
State St & 35th St,41.83103631401601,-87.62679755687714,1751,0.05321484849267649
Claremont Ave & Hirsch St,41.907780999999986,-87.68585399999995,1748,0.0531236751371779
Monticello Ave & Irving Park Rd,41.95400483876003,-87.7191281797,1740,0.05288054618918167
Clark St & Fletcher St,41.93894000000001,-87.65031000000015,1738,0.05281976395218261
Sheridan Rd & Greenleaf Ave,42.01058656283992,-87.66241209480017,1720,0.05227272381919108
Kenwood Ave & 57th St,41.791549566433545,-87.59292102097875,1717,0.052181550463692494
Halsted St & 21st St,41.853779810727474,-87.6466029882431,1705,0.05181685704169814
Larrabee St & Clybourn Ave,41.90660000000006,-87.64322000000017,1682,0.05111786131620895
Damen Ave & Ohio St,41.892394452962826,-87.67688512802124,1681,0.05108747019770942
Winchester (Ravenswood) Ave & Balmoral Ave,41.9797620000001,-87.67753000000035,1680,0.051057079079209894
University Library (NU),42.05293899999996,-87.67344699999998,1671,0.05078355901271413
Kedzie Ave & Armitage Ave,41.91758999999988,-87.70684999999989,1647,0.05005417216872541
Halsted St & Archer Ave,41.84720299999987,-87.64679500000028,1638,0.04978065210222964
Michigan Ave & 11th St,41.86958999999992,-87.62396099999984,1618,0.049172829732239055
Sheffield Ave & Fletcher St,41.93901000000002,-87.65321000000019,1610,0.048929700784242816
Francisco Ave & Chicago Ave,41.895744999999906,-87.69865299999982,1599,0.04859539848074799
Smith Park,41.89204799999992,-87.68939699999969,1582,0.04807874946625598
Noble St & Potomac Ave,41.90542279757865,-87.66272480145251,1562,0.04747092709626539
Leavitt St & Augusta Blvd,41.89962000000009,-87.68193999999991,1559,0.0473797537407668
Paulina St & Howard St,42.01915900000001,-87.673573,1553,0.04719740702976962
Hoyne Ave & Balmoral Ave,41.97985100000004,-87.68193199999986,1551,0.04713662479277056
Christiana Ave & Lawrence Ave,41.96835449363003,-87.71183066750014,1546,0.04698466920027291
Southport Ave & Grace St,41.95154999999989,-87.66403999999993,1544,0.04692388696327385
Sedgwick St & Chicago Ave,41.8967699999999,-87.63859999999974,1539,0.046771931370776204
Western Ave & Berteau Ave,41.957739999999916,-87.6882729999999,1533,0.046589584659779026
Lake Park Ave & 47th St,41.809443000000066,-87.59187499999996,1517,0.04610332676378655
Malcolm X College,41.8776180000001,-87.67389499999994,1486,0.04516120209030113
Campbell Ave & Fullerton Ave,41.924632471649815,-87.68930700630033,1455,0.04421907741681571
Blackstone Ave & 53rd St,41.7996199999999,-87.59013000000003,1431,0.043489690572827
Rockwell St & Fletcher St,41.938819552381084,-87.69298659591816,1430,0.04345929945432747
Seminary Ave & Belden Ave,41.92338999999995,-87.65598999999983,1424,0.04327695274333029
Wacker Dr & Washington St Corral,41.883159999999975,-87.63736000000029,1419,0.04312499715083264
Shields Ave & 28th Pl,41.84273300000004,-87.63549100000036,1417,0.04306421491383358
Kosciuszko Park,41.93058537138001,-87.72377736349996,1416,0.043033823795334054
Western Ave & Lunt Ave,42.008594397199936,-87.69049223890019,1415,0.04300343267683452
Drake Ave & Addison St,41.94732600000007,-87.717582,1409,0.04282108596583734
Southport Ave & Diversey Pkwy,41.932659999999835,-87.66346999999972,1408,0.042790694847337815
Greenwood Ave & 47th St,41.809835000000014,-87.59938300000023,1402,0.04260834813634063
Damen Ave & Madison St,41.88136999999983,-87.6749300000001,1385,0.04209169912184863
Spaulding Ave & Division St,41.90270659437995,-87.70921957099974,1374,0.041757396818353804
Kedzie Ave & Leland Ave,41.96668636204987,-87.70805198060026,1374,0.041757396818353804
Broadway & Cuyler Ave,41.95541699999996,-87.65149999999997,1368,0.041575050107356626
Ogden Ave & Roosevelt Rd,41.866501483160114,-87.68469706999998,1367,0.0415446589888571
Clark St & Washington St,41.883009999999814,-87.63100000000018,1333,0.04051136095987309
Western Ave & Grace St,41.9503572859367,-87.68810805085619,1329,0.040389796485874964
Franklin St & Madison St,41.88138999999996,-87.63541999999991,1323,0.040207449774877786
Emerald Ave & 28th St,41.843580000000074,-87.64536800000015,1323,0.040207449774877786
Archer Ave & Wentworth Ave,41.854686799999946,-87.63085309999984,1322,0.04017705865637826
Franklin St & Adams St Corral,41.87941999999995,-87.63557999999972,1310,0.039812365234383904
Manor Ave & Leland Ave,41.96587499999995,-87.70082499999994,1309,0.039781974115884376
Kedzie Ave & George St,41.93388599999995,-87.70726199999991,1299,0.039478062930889075
Milwaukee Ave & Ainslie St,41.96860999999993,-87.76108000000005,1298,0.03944767181238955
Wentworth Ave & 33rd St,41.83452988563002,-87.63182298139992,1286,0.03908297839039519
Western Ave & Congress Pkwy,41.874748850790134,-87.68644527569997,1280,0.03890063167939801
Troy St & North Ave,41.909769301690105,-87.70528048709963,1265,0.03844476490190507
Wentworth Ave & 35th St,41.830776999999934,-87.63250400000003,1260,0.03829280930940742
Spaulding Ave & Milwaukee Ave,41.93088999999981,-87.71071999999967,1260,0.03829280930940742
Sheffield/Newport Corral,41.94461319999998,-87.65420179999991,1245,0.037836942531914476
Wood St & Cortland St,41.91589000000012,-87.67280999999998,1237,0.03759381358391824
Western Ave & Granville Ave,41.99416136902,-87.68943828199974,1231,0.03741146687292106
Inner Lake Shore Dr & Aldine Ave,41.94232000000014,-87.63989000000115,1208,0.036712471147431876
Sawyer Ave & Irving Park Rd,41.95359999999994,-87.70931000000009,1196,0.03634777772543752
Elston Ave & George St,41.93400300000007,-87.69082300000028,1194,0.03628699548843846
N Southport Ave & W Newport Ave,41.94401883606548,-87.6639750263465,1176,0.035739955355446926
Glenwood Ave & Touhy Ave,42.01270099999993,-87.66605800000002,1160,0.03525369745945445
Wells St & Ohio St,41.892810000000225,-87.63420999999892,1151,0.03498017739295868
Indiana Ave & 31st St,41.83884200000003,-87.62185699999992,1148,0.03488900403746009
California Ave & Granville Ave,41.99418030000005,-87.6995596,1125,0.03419000831197091
Western Ave & Wabansia Ave,41.912080000000046,-87.68751999999994,1110,0.033734141534477964
Sheffield Ave & Armitage Ave Public Rack,41.91780499999989,-87.65344900000001,1108,0.0336733592974789
Oakley Ave & Lyndale St,41.92261000000001,-87.68513000000003,1105,0.033582185941980314
Damen Ave & Evergreen Ave,41.9060499999999,-87.67757999999975,1089,0.033095928045987835
Clark St & Jarvis Ave,42.01596299999993,-87.67500499999994,1089,0.033095928045987835
Morgan St & Hubbard St,41.89012000000002,-87.65250999999991,1087,0.03303514580898878
Sacramento Ave & Linden Pl,41.925750000000086,-87.70257999999991,1044,0.03172832771350901
Wentworth Ave & 24th St,41.850083693475774,-87.6321405172348,1042,0.03166754547650994
Waveland/Racine Corral,41.94882139999992,-87.65928229999972,1031,0.03133324317301512
Eastlake Ter & Howard St,42.0192025019322,-87.66430288553238,1028,0.03124206981751653
Lake Park Ave & 35th St,41.83127423549006,-87.60879919460014,1014,0.03081659415852311
St. Louis Ave & Balmoral Ave,41.98039423474994,-87.71611496150008,1013,0.030786203040023583
Sheffield Ave & School St,41.942359999999894,-87.6542699999994,1000,0.0303911184995297
Warren Park West,42.00178500000002,-87.68882900000003,990,0.0300872073145344
Racine Ave & 13th St,41.86505399999996,-87.65695899999993,989,0.03005681619603487
Prairie Ave & Garfield Blvd,41.79485300000004,-87.61869099999983,961,0.02920586487804804
Francisco Ave & Montrose Ave,41.96105167601346,-87.70091838175671,957,0.029084300404049922
Western Ave & Monroe St,41.881425355368165,-87.68663156883547,940,0.028567651389557913
Keystone Ave & Fullerton Ave,41.924589999999995,-87.72784999999989,932,0.028324522441561677
Evanston Civic Center,42.05704400000003,-87.68655399999992,928,0.02820295796756356
Paulina St & Adams St,41.878620000000055,-87.66913000000017,922,0.02802061125656638
Drake Ave & Montrose Ave,41.96115407568996,-87.71656907330019,916,0.027838264545569202
Leavitt St & Hirsch St,41.906890000000104,-87.68232999999981,914,0.027777482308570144
N Paulina St & Lincoln Ave,41.94383799999995,-87.6714690000002,905,0.027503962242074378
Hampden Ct & Diversey Ave,41.93255929999982,-87.64238469999981,899,0.027321615531077197
Rockwell St & Division St,41.90275,-87.69202000000001,894,0.02716965993857955
Western Ave & Lyndale St,41.922599999999946,-87.68772000000004,889,0.0270177043460819
Western Ave & Howard St,42.018900999999985,-87.6900480000001,887,0.02695692210908284
Eddy/Seminary Corral,41.946127899999986,-87.65667210000011,876,0.026622619805588017
McCormick Blvd & Devon Ave,41.99719999999989,-87.71105000000006,851,0.02586284184309977
Marshfield Ave & Diversey Pkwy,41.93203999999995,-87.66970000000019,850,0.02583245072460024
Western Ave & 21st St,41.85410899999995,-87.68583799999998,846,0.02571088625060212
Monticello Ave & Lawrence Ave,41.96841827094465,-87.71870974148844,846,0.02571088625060212
Francisco Ave & Bloomingdale Ave,41.91395988675492,-87.69939637615896,839,0.025498148421105416
Dorchester Ave & 49th St,41.80577199999997,-87.59246399999994,831,0.02525501947310918
MLK Jr Dr & Pershing Rd,41.82459999999994,-87.61678000000009,828,0.02516384611761059
Western Ave & Gunnison St,41.969659884297556,-87.68952868842972,828,0.02516384611761059
Addison/Racine Corral,41.94706829999997,-87.65935349999981,825,0.025072672762112
Clark/Newport Corral,41.94494109999991,-87.65461100000007,825,0.025072672762112
Wells St & 19th St,41.85680200000005,-87.63387900000038,815,0.024768761577116702
Sacramento Ave & Lyndale St,41.92234999999994,-87.70240999999993,809,0.024586414866119528
Paulina St & Lincoln Ave Public Rack,41.943837999999836,-87.67146900000043,809,0.024586414866119528
Wallace St & 35th St,41.830707051440825,-87.64125533401966,807,0.02452563262912047
Granville Ave & Clark St,41.99439999999995,-87.66983000000008,805,0.024464850392121408
Southport Ave & Newport Ave Public Rack,41.94401899999997,-87.66397499999985,795,0.024160939207126107
Clinton St & Polk St,41.87146651779,-87.64094913270002,791,0.02403937473312799
LaSalle St & Jackson Blvd Corral,41.87816000000008,-87.63204000000016,786,0.023887419140630344
Leavitt St/North Ave,41.9100770000002,-87.68230599999987,785,0.02385702802213081
Keystone Ave & Montrose Ave,41.961108016230014,-87.72897010119989,782,0.023765854666632225
South Shore Dr & 71st St,41.766409456699954,-87.5656875718998,779,0.023674681311133636
Karlov Ave & Armitage Ave,41.91748000000003,-87.72895199999999,771,0.023431552363137396
Elmwood Ave & Austin St,42.02578400000002,-87.68410699999988,759,0.02306685894114304
Lincoln Ave & Balmoral Ave,41.97946099999994,-87.69301300000002,750,0.022793338874647275
Bernard St & Elston Ave,41.94992300000004,-87.71394900000007,741,0.022519818808151508
Normal Ave & Archer Ave,41.849527,-87.64059100000003,740,0.022489427689651977
Rockwell Ave & Logan Blvd,41.928109999999926,-87.69268000000007,740,0.022489427689651977
California Ave & 21st St,41.85379579347331,-87.69582286477088,737,0.022398254334153385
Calumet Ave & 35th St,41.83137900000007,-87.61803399999994,727,0.02209434314915809
Kedzie Ave & Foster Ave,41.975671999999946,-87.70926099999998,724,0.0220031697936595
Racine/Eddy Corral,41.94634039999992,-87.65910240000017,715,0.021729649727163736
Central St Metra,42.063598,-87.69873000000005,699,0.021243391831171257
Clark St & Touhy Ave,42.01256011541,-87.67436711519994,695,0.02112182735717314
Central Park Ave & North Ave,41.909656875630034,-87.71663195160001,683,0.020757133935178782
Wells St & Randolph St Corral,41.88438000000002,-87.63395999999999,680,0.020665960579680197
Halsted St & Court Pl,41.88370000000006,-87.64721999999998,679,0.020635569461180666
Cottage Grove Ave & 63rd St,41.780530940708836,-87.6059702038765,655,0.019906182617191952
Fort Dearborn Dr & 31st St,41.83855600000001,-87.60821800000004,649,0.019723835906194774
Central St & Girard Ave,42.064312999999956,-87.68615200000016,648,0.019693444787695243
Ridge Blvd & Touhy Ave,42.012132277419994,-87.68291264430003,646,0.019632662550696185
Museum Campus Metra Station,41.86935000000038,-87.62178000000054,642,0.019511098076698066
St Louis Ave & Foster Ave,41.975983700000036,-87.71598439999991,642,0.019511098076698066
Kedzie Ave & Bryn Mawr Ave,41.982229806917914,-87.7088865869814,640,0.019450315839699004
2112 W Peterson Ave,41.9911780000001,-87.68359299999993,632,0.01920718689170277
Elston Ave & Henderson St,41.94151517181265,-87.70099227555177,623,0.018933666825207
N Damen Ave & W Chicago Ave,41.89580900000001,-87.67851899999991,614,0.018660146758711235
Bosworth Ave & Howard St,42.01953700000002,-87.66956300000005,609,0.018508191166213585
Cottage Grove Ave & 51st St,41.803038,-87.60661499999995,604,0.018356235573715938
Loomis St & Archer Ave,41.84163253965006,-87.65743495330005,604,0.018356235573715938
N Shore Channel Trail & Argyle St,41.97219638396113,-87.70278100607544,600,0.018234671099717818
Woodlawn Ave & Lake Park Ave,41.81409271047997,-87.5970051478999,599,0.018204279981218287
Leavitt St & Archer Ave,41.82879201994,-87.68060445939979,596,0.018113106625719702
Marshfield Ave & Wabansia Ave,41.912179999999985,-87.66887999999997,595,0.01808271550722017
Albany Ave & Belmont Ave,41.93964586403508,-87.70526192763155,580,0.017626848729727224
Warren Park East,42.004549621939994,-87.68066614509998,579,0.017596457611227693
Shore Dr & 53rd St,41.79945000000009,-87.58237000000005,578,0.017566066492728166
Burling St & Armitage Ave,41.918079999999804,-87.64727999999931,574,0.017444502018730046
Lincoln Ave & Peterson Ave,41.99026700000002,-87.70856999999992,572,0.017383719781730988
Wood St & 35th St,41.830104654160046,-87.67029830889996,563,0.01711019971523522
Ashland Ave & Archer Ave,41.83920868403,-87.66560985889998,559,0.0169886352412371
Knox Ave & Montrose Ave,41.96063099999997,-87.74535899999995,554,0.01683667964873945
Streeter Dr/Grand Ave,41.89240099999968,-87.61238799999941,554,0.01683667964873945
Campbell Ave & Irving Park Rd,41.95362864429533,-87.69078506040265,549,0.016684724056241804
Halsted St & 37th St,41.82705900000005,-87.64572000000013,544,0.016532768463744154
Troy St & Grace St,41.95024306745566,-87.70643794319537,541,0.016441595108245565
Halsted St & North Branch St,41.8995277305304,-87.64880871280033,533,0.01619846616024933
Lock St & 31st St,41.83796199988172,-87.65904890294753,532,0.0161680750417498
Kilbourn Ave & Irving Park Rd,41.95373299999998,-87.74056899999994,530,0.01610729280475074
Racine Ave & 35th St,41.830688564721015,-87.65621066093445,529,0.01607690168625121
Grace/Sheffield Corral,41.951158599999985,-87.65461150000006,527,0.01601611944925215
Sacramento Blvd & Addison St,41.946089999999984,-87.70298561607144,526,0.01598572833075262
Budlong Woods Library,41.983664708859976,-87.69642256109994,522,0.015864163856754505
Dodge Ave & Main St,42.03463185161585,-87.69918769598006,521,0.01583377273825497
Dodge Ave & Church St,42.048307999999984,-87.698224,519,0.015772990501255912
Kedzie Ave & Chicago Ave,41.89546530304999,-87.70612788370016,519,0.015772990501255912
Pulaski Rd & Eddy St,41.94626400000002,-87.73102300000006,519,0.015772990501255912
Sheffield/Cornelia Corral,41.945287500000006,-87.65422249999999,516,0.015681817145757324
Cottage Grove Ave & Oakwood Blvd,41.82298499999989,-87.60709999999989,510,0.015499470434760148
Michigan Ave & 9th St,41.87093999999996,-87.62439000000035,508,0.015438688197761086
Western Ave & 24th St,41.84846999999995,-87.68510900000001,494,0.01501321253876767
Kenneth Ave & Lawrence Ave,41.96791646984133,-87.73998234761912,491,0.014922039183269082
DuSable Museum,41.79156801057998,-87.60785217740002,482,0.014648519116773314
Sawyer Ave & Fullerton Ave,41.924479999999924,-87.70920000000005,479,0.014557345761274725
Wolcott Ave & Fargo Ave,42.01697700000005,-87.6777249999999,476,0.014466172405776138
